Offset: 0, Movie: MoviePathHere, DataFile: (null)
Tracks: antennal cleaning, Head cleaning, Wing cleaning, Abdominal cleaning, Notum cleaning, genital cleaning, Front leg rubbing, front proximal leg rub , Back leg rubbing, proboscis cleaning, ventral head , Walking, first leg notum , Standing still, 1st and 2nd leg rub, 2nd and 3rd leg rub, slip/jump, ventral front cleaning, stimulus ON, backing up, eye, nodding, top eye
Time,Duration,TrackName,comment

0,28683,Standing still,(null)
100019,234,Standing still,(null)
100253,133,top eye,(null)
100253,166,nodding,(null)
100419,602,Standing still,(null)
101021,167,nodding,(null)
101055,133,top eye,(null)
101188,767,Standing still,(null)
101955,233,nodding,(null)
101955,266,top eye,(null)
102221,267,Standing still,(null)
102488,166,top eye,(null)
102488,200,nodding,(null)
102688,31116,Standing still,(null)
28649,5002,stimulus ON,(null)
28683,200,backing up,(null)
28883,100,eye,(null)
28983,100,top eye,(null)
28983,133,nodding,(null)
29083,100,Standing still,(null)
29183,100,nodding,(null)
29183,133,eye,(null)
29316,67,Standing still,(null)
29383,166,nodding,(null)
29416,133,eye,(null)
29549,67,Standing still,(null)
29616,100,nodding,(null)
29616,134,eye,(null)
29716,67,Standing still,(null)
29783,100,top eye,(null)
29916,133,Standing still,(null)
30016,400,top eye,(null)
30450,300,Standing still,(null)
30750,233,nodding,(null)
30750,233,top eye,(null)
30983,1335,Standing still,(null)
32318,100,top eye,(null)
32318,133,nodding,(null)
32451,167,Standing still,(null)
32618,300,nodding,(null)
32618,300,top eye,(null)
32918,133,Standing still,(null)
33051,267,nodding,(null)
33051,333,top eye,(null)
33318,15208,Standing still,(null)
48526,334,nodding,(null)
48526,367,top eye,(null)
48926,134,eye,(null)
49060,133,Standing still,(null)
49193,266,top eye,(null)
49293,166,nodding,(null)
49459,734,Standing still,(null)
50193,568,top eye,(null)
50226,335,nodding,(null)
50761,200,Standing still,(null)
50961,200,ventral head ,(null)
51161,1533,Front leg rubbing,(null)
52694,835,Standing still,(null)
53529,367,nodding,(null)
53529,467,top eye,(null)
54063,9672,Standing still,(null)
63701,5002,stimulus ON,(null)
63735,200,backing up,(null)
63901,134,eye,(null)
64035,233,top eye,(null)
64168,100,nodding,(null)
64301,367,Standing still,(null)
64668,266,nodding,(null)
64668,333,top eye,(null)
65201,3135,Standing still,(null)
68336,200,nodding,(null)
68370,166,top eye,(null)
68536,15742,Standing still,(null)
84278,1235,Walking,(null)
85513,13306,Standing still,(null)
98753,5001,stimulus ON,(null)
98819,200,backing up,(null)
99053,133,eye,(null)
99186,67,Standing still,(null)
99253,166,nodding,(null)
99253,333,top eye,(null)
99519,234,Standing still,(null)
99753,266,nodding,(null)
99753,300,top eye,(null)
