Offset: 0, Movie: MoviePathHere, DataFile: (null)
Tracks: antennal cleaning, Head cleaning, Wing cleaning, Abdominal cleaning, Notum cleaning, genital cleaning, Front leg rubbing, front proximal leg rub , Back leg rubbing, proboscis cleaning, ventral head , Walking, first leg notum , Standing still, 1st and 2nd leg rub, 2nd and 3rd leg rub, slip/jump, ventral front cleaning, stimulus ON, backing up, eye, nodding, top eye
Time,Duration,TrackName,comment

0,28853,Standing still,(null)
100533,166,Standing still,(null)
100699,167,top eye,(null)
100699,234,nodding,(null)
100933,200,Standing still,(null)
101133,167,top eye,(null)
101133,267,nodding,(null)
101400,100,Standing still,(null)
101500,566,nodding,(null)
101533,166,top eye,(null)
101800,299,top eye,(null)
102099,167,Standing still,(null)
102300,166,top eye,(null)
102333,302,nodding,(null)
102635,266,Standing still,(null)
102901,234,eye,(null)
102901,300,nodding,(null)
103201,167,Standing still,(null)
103368,367,nodding,(null)
103434,267,top eye,(null)
103735,1266,Standing still,(null)
105001,3804,Walking,(null)
108805,25216,Standing still,(null)
28786,5004,stimulus ON,(null)
28853,267,backing up,(null)
29120,258,eye,(null)
29286,726,nodding,(null)
29453,200,top eye,(null)
29686,100,eye,(null)
29786,100,top eye,(null)
29886,134,eye,(null)
30020,100,Standing still,(null)
30120,233,top eye,(null)
30120,266,nodding,(null)
30386,1335,Standing still,(null)
31721,734,Walking,(null)
32455,166,nodding,(null)
32588,200,Standing still,(null)
32788,668,top eye,(null)
32888,535,nodding,(null)
33456,200,Standing still,(null)
33656,233,nodding,(null)
33656,634,top eye,(null)
34290,200,Standing still,(null)
34490,266,top eye,(null)
34490,300,nodding,(null)
34790,29118,Standing still,(null)
63875,5003,stimulus ON,(null)
63908,233,backing up,(null)
64309,1301,nodding,(null)
64343,233,eye,(null)
64576,133,top eye,(null)
64743,133,top eye,(null)
64943,167,top eye,(null)
65176,533,top eye,(null)
65743,333,Standing still,(null)
66076,267,top eye,(null)
66143,267,nodding,(null)
66443,635,top eye,(null)
66510,335,nodding,(null)
67111,200,Standing still,(null)
67311,167,eye,(null)
67311,233,nodding,(null)
67544,201,Standing still,(null)
67745,199,top eye,(null)
67745,266,nodding,(null)
68011,133,Standing still,(null)
68144,167,top eye,(null)
68144,267,nodding,(null)
68411,167,Standing still,(null)
68578,267,nodding,(null)
68578,267,top eye,(null)
68845,133,Standing still,(null)
68978,133,top eye,(null)
68978,335,nodding,(null)
69111,168,eye,(null)
69313,333,Standing still,(null)
69613,633,top eye,(null)
69646,367,nodding,(null)
70246,300,Standing still,(null)
70513,233,top eye,(null)
70546,267,nodding,(null)
70813,100,Standing still,(null)
70913,567,top eye,(null)
70946,534,nodding,(null)
71513,300,Standing still,(null)
71813,1301,Front leg rubbing,(null)
73114,3937,Standing still,(null)
77018,133,top eye,(null)
77051,300,nodding,(null)
77151,367,eye,(null)
77485,166,ventral head ,(null)
77651,200,Standing still,(null)
77851,134,eye,(null)
77985,233,top eye,(null)
77985,533,nodding,(null)
78218,333,eye,(null)
78584,401,Standing still,(null)
79018,333,top eye,(null)
79318,335,Standing still,(null)
79653,933,top eye,(null)
79686,700,nodding,(null)
80620,100,Standing still,(null)
80686,167,top eye,(null)
80853,200,Standing still,(null)
81019,367,top eye,(null)
81120,233,nodding,(null)
81419,467,Standing still,(null)
81886,167,Front leg rubbing,(null)
81986,202,top eye,(null)
82188,500,Standing still,(null)
82688,1267,top eye,(null)
82721,795,nodding,(null)
83955,2001,Standing still,(null)
85956,967,Front leg rubbing,(null)
86923,200,ventral head ,(null)
87123,601,Standing still,(null)
87724,201,ventral head ,(null)
87925,733,Front leg rubbing,(null)
88658,333,ventral head ,(null)
88991,1335,Standing still,(null)
90326,434,Front leg rubbing,(null)
90760,8204,Standing still,(null)
98931,5003,stimulus ON,(null)
98964,400,backing up,(null)
99431,600,nodding,(null)
99464,300,eye,(null)
99763,770,top eye,(null)
